CNS,RFC,PROVEEDOR,PARTIDA,CLAVE ,DESCRIPCIÓN,UNIDAD DE MEDIDA,CLAVE (SAICA),"DESCRIPCIÓN
 (SAICA)",UNIDAD DE MEDIDA (SAICA),CANTIDAD RECIBIDA,FECHA DE ENTREGA,LUGAR DE ENTREGA,CONTRATO,REMISION,PEDIDO,LOTE,CADUCIDAD,FOLIO ,OBSERVACIONES ,COSTO UNITARIO PESOS,"COSTO UNITARIO PESOS (UNOPS) CON IVA
PARTIDA 2541",COSTO UNITARIO PESOS (UNOPS) SIN IVA,COSTO UNITARIO DOLARES (UNOPS),COSTO UNITARIO EN DOLARES,TIPO DE CAMBIO,COSTO UNITARIO SIN IVA,PRECIO UNITARIO SIN IVA,IVA,PIEZAS,PRECIO UNITARIO CON IVA SIN IVA,SUBTOTAL,IVA.1,IMPORTE TOTAL,MARCA,FABRICANTE,FECHA DE FABRICACIÓN,CADUCIDAD CONFORME A CERTIFICADO,TIPO DE ENTREGA,LICITACION/PROCEDIMIENTO,RESPONSABLE,REVISO,TIPO DE RED,FECHA DE CAPTURA,EPA
6229,PHA200122LQ4,"POLYTECH HEALTH & AESTHETICS MEXICO, S.A. DE C.V.",2541,060.400.0133,EXPANSORES DE PIEL. EXPANSORES DE PIEL DE SILICON GRADO MEDICO. FORMA REDONDACON VALVULA REMOTA. VOLUMEN: 450 - 500 ML. PIEZA.,Pieza,060.400.0133,EXPANSORES DE PIEL. EXPANSORES DE PIEL DE SILICON GRADO MEDICO. FORMA REDONDACON VALVULA REMOTA. VOLUMEN: 450 - 500 ML. PIEZA.,Pieza,1,2025-08-08,JARDIN,IB/1749/2025,47344325,IMBB-09-02-2025-09153688-U013,2502100578,2030-02-28 00:00:00,3563,,14710.0,,0,,0,,14710.0,14710.0,2353.6,1,17063.6,14709.999999999998,2353.6,17063.6,POLYTECH,POLYTECH HEALTH & AESTHETICS MEXICO  S.A. DE C.V.,2025-02-28,,IMSS-BIENESTAR,AA-12-NEF-012NEF001-I-31-2025,LAURA VIANETH,ARACELI,RED SECA,2025-10-03,NAN
6230,PHA200122LQ4,"POLYTECH HEALTH & AESTHETICS MEXICO, S.A. DE C.V.",2541,060.400.0133,EXPANSORES DE PIEL. EXPANSORES DE PIEL DE SILICON GRADO MEDICO. FORMA REDONDACON VALVULA REMOTA. VOLUMEN: 450 - 500 ML. PIEZA.,Pieza,060.400.0133,EXPANSORES DE PIEL. EXPANSORES DE PIEL DE SILICON GRADO MEDICO. FORMA REDONDACON VALVULA REMOTA. VOLUMEN: 450 - 500 ML. PIEZA.,Pieza,1,2025-08-08,JARDIN,IB/1749/2025,47344325,IMBB-09-02-2025-09153688-U013,2502100583,2030-02-28 00:00:00,3563,,14710.0,,0,,0,,14710.0,14710.0,2353.6,1,17063.6,14709.999999999998,2353.6,17063.6,POLYTECH,POLYTECH HEALTH & AESTHETICS MEXICO  S.A. DE C.V.,2025-02-28,,IMSS-BIENESTAR,AA-12-NEF-012NEF001-I-31-2025,LAURA VIANETH,ARACELI,RED SECA,2025-10-03,NAN
6231,PHA200122LQ4,"POLYTECH HEALTH & AESTHETICS MEXICO, S.A. DE C.V.",2541,060.400.0133,EXPANSORES DE PIEL. EXPANSORES DE PIEL DE SILICON GRADO MEDICO. FORMA REDONDACON VALVULA REMOTA. VOLUMEN: 450 - 500 ML. PIEZA.,Pieza,060.400.0133,EXPANSORES DE PIEL. EXPANSORES DE PIEL DE SILICON GRADO MEDICO. FORMA REDONDACON VALVULA REMOTA. VOLUMEN: 450 - 500 ML. PIEZA.,Pieza,1,2025-08-08,JARDIN,IB/1749/2025,47344325,IMBB-09-02-2025-09153688-U013,2502100585,2030-02-28 00:00:00,3563,,14710.0,,0,,0,,14710.0,14710.0,2353.6,1,17063.6,14709.999999999998,2353.6,17063.6,POLYTECH,POLYTECH HEALTH & AESTHETICS MEXICO  S.A. DE C.V.,2025-02-28,,IMSS-BIENESTAR,AA-12-NEF-012NEF001-I-31-2025,LAURA VIANETH,ARACELI,RED SECA,2025-10-03,NAN
6232,PHA200122LQ4,"POLYTECH HEALTH & AESTHETICS MEXICO, S.A. DE C.V.",2541,060.400.0133,EXPANSORES DE PIEL. EXPANSORES DE PIEL DE SILICON GRADO MEDICO. FORMA REDONDACON VALVULA REMOTA. VOLUMEN: 450 - 500 ML. PIEZA.,Pieza,060.400.0133,EXPANSORES DE PIEL. EXPANSORES DE PIEL DE SILICON GRADO MEDICO. FORMA REDONDACON VALVULA REMOTA. VOLUMEN: 450 - 500 ML. PIEZA.,Pieza,1,2025-08-08,JARDIN,IB/1749/2025,47344325,IMBB-09-02-2025-09153688-U013,2502100587,2030-02-28 00:00:00,3563,,14710.0,,0,,0,,14710.0,14710.0,2353.6,1,17063.6,14709.999999999998,2353.6,17063.6,POLYTECH,POLYTECH HEALTH & AESTHETICS MEXICO  S.A. DE C.V.,2025-02-28,,IMSS-BIENESTAR,AA-12-NEF-012NEF001-I-31-2025,LAURA VIANETH,ARACELI,RED SECA,2025-10-03,NAN
6233,PHA200122LQ4,"POLYTECH HEALTH & AESTHETICS MEXICO, S.A. DE C.V.",2541,060.400.0133,EXPANSORES DE PIEL. EXPANSORES DE PIEL DE SILICON GRADO MEDICO. FORMA REDONDACON VALVULA REMOTA. VOLUMEN: 450 - 500 ML. PIEZA.,Pieza,060.400.0133,EXPANSORES DE PIEL. EXPANSORES DE PIEL DE SILICON GRADO MEDICO. FORMA REDONDACON VALVULA REMOTA. VOLUMEN: 450 - 500 ML. PIEZA.,Pieza,1,2025-08-08,JARDIN,IB/1749/2025,47344325,IMBB-09-02-2025-09153688-U013,2502120042,2030-02-28 00:00:00,3563,,14710.0,,0,,0,,14710.0,14710.0,2353.6,1,17063.6,14709.999999999998,2353.6,17063.6,POLYTECH,POLYTECH HEALTH & AESTHETICS MEXICO  S.A. DE C.V.,2025-02-28,,IMSS-BIENESTAR,AA-12-NEF-012NEF001-I-31-2025,LAURA VIANETH,ARACELI,RED SECA,2025-10-03,NAN
6234,PHA200122LQ4,"POLYTECH HEALTH & AESTHETICS MEXICO, S.A. DE C.V.",2541,060.400.0133,EXPANSORES DE PIEL. EXPANSORES DE PIEL DE SILICON GRADO MEDICO. FORMA REDONDACON VALVULA REMOTA. VOLUMEN: 450 - 500 ML. PIEZA.,Pieza,060.400.0133,EXPANSORES DE PIEL. EXPANSORES DE PIEL DE SILICON GRADO MEDICO. FORMA REDONDACON VALVULA REMOTA. VOLUMEN: 450 - 500 ML. PIEZA.,Pieza,1,2025-08-08,JARDIN,IB/1749/2025,47344325,IMBB-09-02-2025-09153688-U013,2502130033,2030-02-28 00:00:00,3563,,14710.0,,0,,0,,14710.0,14710.0,2353.6,1,17063.6,14709.999999999998,2353.6,17063.6,POLYTECH,POLYTECH HEALTH & AESTHETICS MEXICO  S.A. DE C.V.,2025-02-28,,IMSS-BIENESTAR,AA-12-NEF-012NEF001-I-31-2025,LAURA VIANETH,ARACELI,RED SECA,2025-10-03,NAN
6235,PHA200122LQ4,"POLYTECH HEALTH & AESTHETICS MEXICO, S.A. DE C.V.",2541,060.400.0133,EXPANSORES DE PIEL. EXPANSORES DE PIEL DE SILICON GRADO MEDICO. FORMA REDONDACON VALVULA REMOTA. VOLUMEN: 450 - 500 ML. PIEZA.,Pieza,060.400.0133,EXPANSORES DE PIEL. EXPANSORES DE PIEL DE SILICON GRADO MEDICO. FORMA REDONDACON VALVULA REMOTA. VOLUMEN: 450 - 500 ML. PIEZA.,Pieza,1,2025-08-08,JARDIN,IB/1749/2025,47344325,IMBB-09-02-2025-09153688-U013,2502130037,2030-02-28 00:00:00,3563,,14710.0,,0,,0,,14710.0,14710.0,2353.6,1,17063.6,14709.999999999998,2353.6,17063.6,POLYTECH,POLYTECH HEALTH & AESTHETICS MEXICO  S.A. DE C.V.,2025-02-28,,IMSS-BIENESTAR,AA-12-NEF-012NEF001-I-31-2025,LAURA VIANETH,ARACELI,RED SECA,2025-10-03,NAN
6236,PHA200122LQ4,"POLYTECH HEALTH & AESTHETICS MEXICO, S.A. DE C.V.",2541,060.400.0133,EXPANSORES DE PIEL. EXPANSORES DE PIEL DE SILICON GRADO MEDICO. FORMA REDONDACON VALVULA REMOTA. VOLUMEN: 450 - 500 ML. PIEZA.,Pieza,060.400.0133,EXPANSORES DE PIEL. EXPANSORES DE PIEL DE SILICON GRADO MEDICO. FORMA REDONDACON VALVULA REMOTA. VOLUMEN: 450 - 500 ML. PIEZA.,Pieza,1,2025-08-08,JARDIN,IB/1749/2025,47344325,IMBB-09-02-2025-09153688-U013,2502140496,2030-02-28 00:00:00,3563,,14710.0,,0,,0,,14710.0,14710.0,2353.6,1,17063.6,14709.999999999998,2353.6,17063.6,POLYTECH,POLYTECH HEALTH & AESTHETICS MEXICO  S.A. DE C.V.,2025-02-28,,IMSS-BIENESTAR,AA-12-NEF-012NEF001-I-31-2025,LAURA VIANETH,ARACELI,RED SECA,2025-10-03,NAN
6237,PHA200122LQ4,"POLYTECH HEALTH & AESTHETICS MEXICO, S.A. DE C.V.",2541,060.400.0133,EXPANSORES DE PIEL. EXPANSORES DE PIEL DE SILICON GRADO MEDICO. FORMA REDONDACON VALVULA REMOTA. VOLUMEN: 450 - 500 ML. PIEZA.,Pieza,060.400.0133,EXPANSORES DE PIEL. EXPANSORES DE PIEL DE SILICON GRADO MEDICO. FORMA REDONDACON VALVULA REMOTA. VOLUMEN: 450 - 500 ML. PIEZA.,Pieza,1,2025-08-08,JARDIN,IB/1749/2025,47344325,IMBB-09-02-2025-09153688-U013,2502140501,2030-02-28 00:00:00,3563,,14710.0,,0,,0,,14710.0,14710.0,2353.6,1,17063.6,14709.999999999998,2353.6,17063.6,POLYTECH,POLYTECH HEALTH & AESTHETICS MEXICO  S.A. DE C.V.,2025-02-28,,IMSS-BIENESTAR,AA-12-NEF-012NEF001-I-31-2025,LAURA VIANETH,ARACELI,RED SECA,2025-10-03,NAN
6238,PHA200122LQ4,"POLYTECH HEALTH & AESTHETICS MEXICO, S.A. DE C.V.",2541,060.400.0133,EXPANSORES DE PIEL. EXPANSORES DE PIEL DE SILICON GRADO MEDICO. FORMA REDONDACON VALVULA REMOTA. VOLUMEN: 450 - 500 ML. PIEZA.,Pieza,060.400.0133,EXPANSORES DE PIEL. EXPANSORES DE PIEL DE SILICON GRADO MEDICO. FORMA REDONDACON VALVULA REMOTA. VOLUMEN: 450 - 500 ML. PIEZA.,Pieza,1,2025-08-08,JARDIN,IB/1749/2025,47344325,IMBB-09-02-2025-09153688-U013,2502140502,2030-02-28 00:00:00,3563,,14710.0,,0,,0,,14710.0,14710.0,2353.6,1,17063.6,14709.999999999998,2353.6,17063.6,POLYTECH,POLYTECH HEALTH & AESTHETICS MEXICO  S.A. DE C.V.,2025-02-28,,IMSS-BIENESTAR,AA-12-NEF-012NEF001-I-31-2025,LAURA VIANETH,ARACELI,RED SECA,2025-10-03,NAN
6239,PHA200122LQ4,"POLYTECH HEALTH & AESTHETICS MEXICO, S.A. DE C.V.",2541,060.400.0133,EXPANSORES DE PIEL. EXPANSORES DE PIEL DE SILICON GRADO MEDICO. FORMA REDONDACON VALVULA REMOTA. VOLUMEN: 450 - 500 ML. PIEZA.,Pieza,060.400.0133,EXPANSORES DE PIEL. EXPANSORES DE PIEL DE SILICON GRADO MEDICO. FORMA REDONDACON VALVULA REMOTA. VOLUMEN: 450 - 500 ML. PIEZA.,Pieza,1,2025-08-08,JARDIN,IB/1749/2025,47344325,IMBB-09-02-2025-09153688-U013,2502140508,2030-02-28 00:00:00,3563,,14710.0,,0,,0,,14710.0,14710.0,2353.6,1,17063.6,14709.999999999998,2353.6,17063.6,POLYTECH,POLYTECH HEALTH & AESTHETICS MEXICO  S.A. DE C.V.,2025-02-28,,IMSS-BIENESTAR,AA-12-NEF-012NEF001-I-31-2025,LAURA VIANETH,ARACELI,RED SECA,2025-10-03,NAN
6240,PHA200122LQ4,"POLYTECH HEALTH & AESTHETICS MEXICO, S.A. DE C.V.",2541,060.400.0133,EXPANSORES DE PIEL. EXPANSORES DE PIEL DE SILICON GRADO MEDICO. FORMA REDONDACON VALVULA REMOTA. VOLUMEN: 450 - 500 ML. PIEZA.,Pieza,060.400.0133,EXPANSORES DE PIEL. EXPANSORES DE PIEL DE SILICON GRADO MEDICO. FORMA REDONDACON VALVULA REMOTA. VOLUMEN: 450 - 500 ML. PIEZA.,Pieza,1,2025-08-08,JARDIN,IB/1749/2025,47344325,IMBB-09-02-2025-09153688-U013,2502140509,2030-02-28 00:00:00,3563,,14710.0,,0,,0,,14710.0,14710.0,2353.6,1,17063.6,14709.999999999998,2353.6,17063.6,POLYTECH,POLYTECH HEALTH & AESTHETICS MEXICO  S.A. DE C.V.,2025-02-28,,IMSS-BIENESTAR,AA-12-NEF-012NEF001-I-31-2025,LAURA VIANETH,ARACELI,RED SECA,2025-10-03,NAN
6241,PHA200122LQ4,"POLYTECH HEALTH & AESTHETICS MEXICO, S.A. DE C.V.",2541,060.400.0133,EXPANSORES DE PIEL. EXPANSORES DE PIEL DE SILICON GRADO MEDICO. FORMA REDONDACON VALVULA REMOTA. VOLUMEN: 450 - 500 ML. PIEZA.,Pieza,060.400.0133,EXPANSORES DE PIEL. EXPANSORES DE PIEL DE SILICON GRADO MEDICO. FORMA REDONDACON VALVULA REMOTA. VOLUMEN: 450 - 500 ML. PIEZA.,Pieza,1,2025-08-08,JARDIN,IB/1749/2025,47344325,IMBB-09-02-2025-09153688-U013,2502170307,2030-02-28 00:00:00,3563,,14710.0,,0,,0,,14710.0,14710.0,2353.6,1,17063.6,14709.999999999998,2353.6,17063.6,POLYTECH,POLYTECH HEALTH & AESTHETICS MEXICO  S.A. DE C.V.,2025-02-28,,IMSS-BIENESTAR,AA-12-NEF-012NEF001-I-31-2025,LAURA VIANETH,ARACELI,RED SECA,2025-10-03,NAN
6242,PHA200122LQ4,"POLYTECH HEALTH & AESTHETICS MEXICO, S.A. DE C.V.",2541,060.400.0133,EXPANSORES DE PIEL. EXPANSORES DE PIEL DE SILICON GRADO MEDICO. FORMA REDONDACON VALVULA REMOTA. VOLUMEN: 450 - 500 ML. PIEZA.,Pieza,060.400.0133,EXPANSORES DE PIEL. EXPANSORES DE PIEL DE SILICON GRADO MEDICO. FORMA REDONDACON VALVULA REMOTA. VOLUMEN: 450 - 500 ML. PIEZA.,Pieza,1,2025-08-08,JARDIN,IB/1749/2025,47344325,IMBB-09-02-2025-09153688-U013,2502170310,2030-02-28 00:00:00,3563,,14710.0,,0,,0,,14710.0,14710.0,2353.6,1,17063.6,14709.999999999998,2353.6,17063.6,POLYTECH,POLYTECH HEALTH & AESTHETICS MEXICO  S.A. DE C.V.,2025-02-28,,IMSS-BIENESTAR,AA-12-NEF-012NEF001-I-31-2025,LAURA VIANETH,ARACELI,RED SECA,2025-10-03,NAN
6243,PHA200122LQ4,"POLYTECH HEALTH & AESTHETICS MEXICO, S.A. DE C.V.",2541,060.400.0133,EXPANSORES DE PIEL. EXPANSORES DE PIEL DE SILICON GRADO MEDICO. FORMA REDONDACON VALVULA REMOTA. VOLUMEN: 450 - 500 ML. PIEZA.,Pieza,060.400.0133,EXPANSORES DE PIEL. EXPANSORES DE PIEL DE SILICON GRADO MEDICO. FORMA REDONDACON VALVULA REMOTA. VOLUMEN: 450 - 500 ML. PIEZA.,Pieza,1,2025-08-08,JARDIN,IB/1749/2025,47344325,IMBB-09-02-2025-09153688-U013,2502170311,2030-02-28 00:00:00,3563,,14710.0,,0,,0,,14710.0,14710.0,2353.6,1,17063.6,14709.999999999998,2353.6,17063.6,POLYTECH,POLYTECH HEALTH & AESTHETICS MEXICO  S.A. DE C.V.,2025-02-28,,IMSS-BIENESTAR,AA-12-NEF-012NEF001-I-31-2025,LAURA VIANETH,ARACELI,RED SECA,2025-10-03,NAN
6244,PHA200122LQ4,"POLYTECH HEALTH & AESTHETICS MEXICO, S.A. DE C.V.",2541,060.400.0133,EXPANSORES DE PIEL. EXPANSORES DE PIEL DE SILICON GRADO MEDICO. FORMA REDONDACON VALVULA REMOTA. VOLUMEN: 450 - 500 ML. PIEZA.,Pieza,060.400.0133,EXPANSORES DE PIEL. EXPANSORES DE PIEL DE SILICON GRADO MEDICO. FORMA REDONDACON VALVULA REMOTA. VOLUMEN: 450 - 500 ML. PIEZA.,Pieza,1,2025-08-08,JARDIN,IB/1749/2025,47344325,IMBB-09-02-2025-09153688-U013,2502180109,2030-02-28 00:00:00,3563,,14710.0,,0,,0,,14710.0,14710.0,2353.6,1,17063.6,14709.999999999998,2353.6,17063.6,POLYTECH,POLYTECH HEALTH & AESTHETICS MEXICO  S.A. DE C.V.,2025-02-28,,IMSS-BIENESTAR,AA-12-NEF-012NEF001-I-31-2025,LAURA VIANETH,ARACELI,RED SECA,2025-10-03,NAN
6245,PHA200122LQ4,"POLYTECH HEALTH & AESTHETICS MEXICO, S.A. DE C.V.",2541,060.400.0133,EXPANSORES DE PIEL. EXPANSORES DE PIEL DE SILICON GRADO MEDICO. FORMA REDONDACON VALVULA REMOTA. VOLUMEN: 450 - 500 ML. PIEZA.,Pieza,060.400.0133,EXPANSORES DE PIEL. EXPANSORES DE PIEL DE SILICON GRADO MEDICO. FORMA REDONDACON VALVULA REMOTA. VOLUMEN: 450 - 500 ML. PIEZA.,Pieza,1,2025-08-08,JARDIN,IB/1749/2025,47344325,IMBB-09-02-2025-09153688-U013,2502180110,2030-02-28 00:00:00,3563,,14710.0,,0,,0,,14710.0,14710.0,2353.6,1,17063.6,14709.999999999998,2353.6,17063.6,POLYTECH,POLYTECH HEALTH & AESTHETICS MEXICO  S.A. DE C.V.,2025-02-28,,IMSS-BIENESTAR,AA-12-NEF-012NEF001-I-31-2025,LAURA VIANETH,ARACELI,RED SECA,2025-10-03,NAN
6246,PHA200122LQ4,"POLYTECH HEALTH & AESTHETICS MEXICO, S.A. DE C.V.",2541,060.400.0133,EXPANSORES DE PIEL. EXPANSORES DE PIEL DE SILICON GRADO MEDICO. FORMA REDONDACON VALVULA REMOTA. VOLUMEN: 450 - 500 ML. PIEZA.,Pieza,060.400.0133,EXPANSORES DE PIEL. EXPANSORES DE PIEL DE SILICON GRADO MEDICO. FORMA REDONDACON VALVULA REMOTA. VOLUMEN: 450 - 500 ML. PIEZA.,Pieza,1,2025-08-08,JARDIN,IB/1749/2025,47344325,IMBB-09-02-2025-09153688-U013,2502180111,2030-02-28 00:00:00,3563,,14710.0,,0,,0,,14710.0,14710.0,2353.6,1,17063.6,14709.999999999998,2353.6,17063.6,POLYTECH,POLYTECH HEALTH & AESTHETICS MEXICO  S.A. DE C.V.,2025-02-28,,IMSS-BIENESTAR,AA-12-NEF-012NEF001-I-31-2025,LAURA VIANETH,ARACELI,RED SECA,2025-10-03,NAN
6247,PHA200122LQ4,"POLYTECH HEALTH & AESTHETICS MEXICO, S.A. DE C.V.",2541,060.400.0133,EXPANSORES DE PIEL. EXPANSORES DE PIEL DE SILICON GRADO MEDICO. FORMA REDONDACON VALVULA REMOTA. VOLUMEN: 450 - 500 ML. PIEZA.,Pieza,060.400.0133,EXPANSORES DE PIEL. EXPANSORES DE PIEL DE SILICON GRADO MEDICO. FORMA REDONDACON VALVULA REMOTA. VOLUMEN: 450 - 500 ML. PIEZA.,Pieza,1,2025-08-08,JARDIN,IB/1749/2025,47344325,IMBB-09-02-2025-09153688-U013,2502180112,2030-02-28 00:00:00,3563,,14710.0,,0,,0,,14710.0,14710.0,2353.6,1,17063.6,14709.999999999998,2353.6,17063.6,POLYTECH,POLYTECH HEALTH & AESTHETICS MEXICO  S.A. DE C.V.,2025-02-28,,IMSS-BIENESTAR,AA-12-NEF-012NEF001-I-31-2025,LAURA VIANETH,ARACELI,RED SECA,2025-10-03,NAN
6248,PHA200122LQ4,"POLYTECH HEALTH & AESTHETICS MEXICO, S.A. DE C.V.",2541,060.400.0133,EXPANSORES DE PIEL. EXPANSORES DE PIEL DE SILICON GRADO MEDICO. FORMA REDONDACON VALVULA REMOTA. VOLUMEN: 450 - 500 ML. PIEZA.,Pieza,060.400.0133,EXPANSORES DE PIEL. EXPANSORES DE PIEL DE SILICON GRADO MEDICO. FORMA REDONDACON VALVULA REMOTA. VOLUMEN: 450 - 500 ML. PIEZA.,Pieza,1,2025-08-08,JARDIN,IB/1749/2025,47344325,IMBB-09-02-2025-09153688-U013,2502180114,2030-02-28 00:00:00,3563,,14710.0,,0,,0,,14710.0,14710.0,2353.6,1,17063.6,14709.999999999998,2353.6,17063.6,POLYTECH,POLYTECH HEALTH & AESTHETICS MEXICO  S.A. DE C.V.,2025-02-28,,IMSS-BIENESTAR,AA-12-NEF-012NEF001-I-31-2025,LAURA VIANETH,ARACELI,RED SECA,2025-10-03,NAN
6249,PHA200122LQ4,"POLYTECH HEALTH & AESTHETICS MEXICO, S.A. DE C.V.",2541,060.400.0133,EXPANSORES DE PIEL. EXPANSORES DE PIEL DE SILICON GRADO MEDICO. FORMA REDONDACON VALVULA REMOTA. VOLUMEN: 450 - 500 ML. PIEZA.,Pieza,060.400.0133,EXPANSORES DE PIEL. EXPANSORES DE PIEL DE SILICON GRADO MEDICO. FORMA REDONDACON VALVULA REMOTA. VOLUMEN: 450 - 500 ML. PIEZA.,Pieza,1,2025-08-08,JARDIN,IB/1749/2025,47344325,IMBB-09-02-2025-09153688-U013,2502180117,2030-02-28 00:00:00,3563,,14710.0,,0,,0,,14710.0,14710.0,2353.6,1,17063.6,14709.999999999998,2353.6,17063.6,POLYTECH,POLYTECH HEALTH & AESTHETICS MEXICO  S.A. DE C.V.,2025-02-28,,IMSS-BIENESTAR,AA-12-NEF-012NEF001-I-31-2025,LAURA VIANETH,ARACELI,RED SECA,2025-10-03,NAN
6250,PHA200122LQ4,"POLYTECH HEALTH & AESTHETICS MEXICO, S.A. DE C.V.",2541,060.400.0133,EXPANSORES DE PIEL. EXPANSORES DE PIEL DE SILICON GRADO MEDICO. FORMA REDONDACON VALVULA REMOTA. VOLUMEN: 450 - 500 ML. PIEZA.,Pieza,060.400.0133,EXPANSORES DE PIEL. EXPANSORES DE PIEL DE SILICON GRADO MEDICO. FORMA REDONDACON VALVULA REMOTA. VOLUMEN: 450 - 500 ML. PIEZA.,Pieza,1,2025-08-08,JARDIN,IB/1749/2025,47344325,IMBB-09-02-2025-09153688-U013,2502191659,2030-02-28 00:00:00,3563,,14710.0,,0,,0,,14710.0,14710.0,2353.6,1,17063.6,14709.999999999998,2353.6,17063.6,POLYTECH,POLYTECH HEALTH & AESTHETICS MEXICO  S.A. DE C.V.,2025-02-28,,IMSS-BIENESTAR,AA-12-NEF-012NEF001-I-31-2025,LAURA VIANETH,ARACELI,RED SECA,2025-10-03,NAN
6251,PHA200122LQ4,"POLYTECH HEALTH & AESTHETICS MEXICO, S.A. DE C.V.",2541,060.400.0133,EXPANSORES DE PIEL. EXPANSORES DE PIEL DE SILICON GRADO MEDICO. FORMA REDONDACON VALVULA REMOTA. VOLUMEN: 450 - 500 ML. PIEZA.,Pieza,060.400.0133,EXPANSORES DE PIEL. EXPANSORES DE PIEL DE SILICON GRADO MEDICO. FORMA REDONDACON VALVULA REMOTA. VOLUMEN: 450 - 500 ML. PIEZA.,Pieza,1,2025-08-08,JARDIN,IB/1749/2025,47344325,IMBB-09-02-2025-09153688-U013,2502191662,2030-02-28 00:00:00,3563,,14710.0,,0,,0,,14710.0,14710.0,2353.6,1,17063.6,14709.999999999998,2353.6,17063.6,POLYTECH,POLYTECH HEALTH & AESTHETICS MEXICO  S.A. DE C.V.,2025-02-28,,IMSS-BIENESTAR,AA-12-NEF-012NEF001-I-31-2025,LAURA VIANETH,ARACELI,RED SECA,2025-10-03,NAN
6252,PHA200122LQ4,"POLYTECH HEALTH & AESTHETICS MEXICO, S.A. DE C.V.",2541,060.400.0133,EXPANSORES DE PIEL. EXPANSORES DE PIEL DE SILICON GRADO MEDICO. FORMA REDONDACON VALVULA REMOTA. VOLUMEN: 450 - 500 ML. PIEZA.,Pieza,060.400.0133,EXPANSORES DE PIEL. EXPANSORES DE PIEL DE SILICON GRADO MEDICO. FORMA REDONDACON VALVULA REMOTA. VOLUMEN: 450 - 500 ML. PIEZA.,Pieza,1,2025-08-08,JARDIN,IB/1749/2025,47344325,IMBB-09-02-2025-09153688-U013,2502191664,2030-02-28 00:00:00,3563,,14710.0,,0,,0,,14710.0,14710.0,2353.6,1,17063.6,14709.999999999998,2353.6,17063.6,POLYTECH,POLYTECH HEALTH & AESTHETICS MEXICO  S.A. DE C.V.,2025-02-28,,IMSS-BIENESTAR,AA-12-NEF-012NEF001-I-31-2025,LAURA VIANETH,ARACELI,RED SECA,2025-10-03,NAN
6253,PHA200122LQ4,"POLYTECH HEALTH & AESTHETICS MEXICO, S.A. DE C.V.",2541,060.400.0133,EXPANSORES DE PIEL. EXPANSORES DE PIEL DE SILICON GRADO MEDICO. FORMA REDONDACON VALVULA REMOTA. VOLUMEN: 450 - 500 ML. PIEZA.,Pieza,060.400.0133,EXPANSORES DE PIEL. EXPANSORES DE PIEL DE SILICON GRADO MEDICO. FORMA REDONDACON VALVULA REMOTA. VOLUMEN: 450 - 500 ML. PIEZA.,Pieza,1,2025-08-08,JARDIN,IB/1749/2025,47344325,IMBB-09-02-2025-09153688-U013,2502191666,2030-02-28 00:00:00,3563,,14710.0,,0,,0,,14710.0,14710.0,2353.6,1,17063.6,14709.999999999998,2353.6,17063.6,POLYTECH,POLYTECH HEALTH & AESTHETICS MEXICO  S.A. DE C.V.,2025-02-28,,IMSS-BIENESTAR,AA-12-NEF-012NEF001-I-31-2025,LAURA VIANETH,ARACELI,RED SECA,2025-10-03,NAN
6254,PHA200122LQ4,"POLYTECH HEALTH & AESTHETICS MEXICO, S.A. DE C.V.",2541,060.400.0133,EXPANSORES DE PIEL. EXPANSORES DE PIEL DE SILICON GRADO MEDICO. FORMA REDONDACON VALVULA REMOTA. VOLUMEN: 450 - 500 ML. PIEZA.,Pieza,060.400.0133,EXPANSORES DE PIEL. EXPANSORES DE PIEL DE SILICON GRADO MEDICO. FORMA REDONDACON VALVULA REMOTA. VOLUMEN: 450 - 500 ML. PIEZA.,Pieza,1,2025-08-08,JARDIN,IB/1749/2025,47344325,IMBB-09-02-2025-09153688-U013,2502191667,2030-02-28 00:00:00,3563,,14710.0,,0,,0,,14710.0,14710.0,2353.6,1,17063.6,14709.999999999998,2353.6,17063.6,POLYTECH,POLYTECH HEALTH & AESTHETICS MEXICO  S.A. DE C.V.,2025-02-28,,IMSS-BIENESTAR,AA-12-NEF-012NEF001-I-31-2025,LAURA VIANETH,ARACELI,RED SECA,2025-10-03,NAN
6255,PHA200122LQ4,"POLYTECH HEALTH & AESTHETICS MEXICO, S.A. DE C.V.",2541,060.400.0133,EXPANSORES DE PIEL. EXPANSORES DE PIEL DE SILICON GRADO MEDICO. FORMA REDONDACON VALVULA REMOTA. VOLUMEN: 450 - 500 ML. PIEZA.,Pieza,060.400.0133,EXPANSORES DE PIEL. EXPANSORES DE PIEL DE SILICON GRADO MEDICO. FORMA REDONDACON VALVULA REMOTA. VOLUMEN: 450 - 500 ML. PIEZA.,Pieza,1,2025-08-08,JARDIN,IB/1749/2025,47344325,IMBB-09-02-2025-09153688-U013,2502201587,2030-02-28 00:00:00,3563,,14710.0,,0,,0,,14710.0,14710.0,2353.6,1,17063.6,14709.999999999998,2353.6,17063.6,POLYTECH,POLYTECH HEALTH & AESTHETICS MEXICO  S.A. DE C.V.,2025-02-28,,IMSS-BIENESTAR,AA-12-NEF-012NEF001-I-31-2025,LAURA VIANETH,ARACELI,RED SECA,2025-10-03,NAN
